"id","slug","name","area","nearest","signature","tags","mood","feature","confirmationStatus","businessHours","regularHoliday","sourceUrl","mapUrl","lat","lng","imageUrl","imageAlt","imageCredit","imageSourceUrl","imageSourceType","imageAcquireStatus","imageUsagePlan","imageWanted"
"106","-","人形町 柳屋","人形町","人形町駅","和菓子・甘味","有名店, 人形町","落ち着いた雰囲気の人気店","人形町 柳屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=人形町 柳屋","http://googleusercontent.com/maps.google.com/106","35.685352","139.784031","","","","","","","",""
"107","-","護国寺 群林堂","護国寺","護国寺駅","和菓子・甘味","有名店, 護国寺","落ち着いた雰囲気の人気店","護国寺 群林堂。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=護国寺 群林堂","http://googleusercontent.com/maps.google.com/107","35.717495","139.728571","","","","","","","",""
"108","-","浅草 亀十","浅草","浅草駅","和菓子・甘味","有名店, 浅草","落ち着いた雰囲気の人気店","浅草 亀十。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=浅草 亀十","http://googleusercontent.com/maps.google.com/108","35.7112","139.7961","","","","","","","",""
"109","-","神楽坂 くりこ庵","神楽坂","神楽坂駅","和菓子・甘味","有名店, 神楽坂","落ち着いた雰囲気の人気店","神楽坂 くりこ庵。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=神楽坂 くりこ庵","http://googleusercontent.com/maps.google.com/109","35.7011","139.7423","","","","","","","",""
"110","-","浅草 徳太樓","浅草","浅草駅","和菓子・甘味","有名店, 浅草","落ち着いた雰囲気の人気店","浅草 徳太樓。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=浅草 徳太樓","http://googleusercontent.com/maps.google.com/110","35.7161","139.7955","","","","","","","",""
"111","-","銀座 虎屋","銀座","銀座駅","和菓子・甘味","有名店, 銀座","落ち着いた雰囲気の人気店","銀座 虎屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=銀座 虎屋","http://googleusercontent.com/maps.google.com/111","35.6713","139.7651","","","","","","","",""
"112","-","日本橋 鶴屋吉信","日本橋","日本橋駅","和菓子・甘味","有名店, 日本橋","落ち着いた雰囲気の人気店","日本橋 鶴屋吉信。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=日本橋 鶴屋吉信","http://googleusercontent.com/maps.google.com/112","35.6854","139.7744","","","","","","","",""
"113","-","虎ノ門 岡埜榮泉","虎ノ門","虎ノ門駅","和菓子・甘味","有名店, 虎ノ門","落ち着いた雰囲気の人気店","虎ノ門 岡埜榮泉。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=虎ノ門 岡埜榮泉","http://googleusercontent.com/maps.google.com/113","35.6698","139.7466","","","","","","","",""
"114","-","巣鴨 福福茶屋","巣鴨","巣鴨駅","和菓子・甘味","有名店, 巣鴨","落ち着いた雰囲気の人気店","巣鴨 福福茶屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=巣鴨 福福茶屋","http://googleusercontent.com/maps.google.com/114","35.7363","139.7361","","","","","","","",""
"115","-","三軒茶屋 かぼちゃ","三軒茶屋","三軒茶屋駅","和菓子・甘味","有名店, 三軒茶屋","落ち着いた雰囲気の人気店","三軒茶屋 かぼちゃ。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=三軒茶屋 かぼちゃ","http://googleusercontent.com/maps.google.com/115","35.6393","139.6791","","","","","","","",""
"116","-","自由が丘 蜂の家","自由が丘","自由が丘駅","和菓子・甘味","有名店, 自由が丘","落ち着いた雰囲気の人気店","自由が丘 蜂の家。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=自由が丘 蜂の家","http://googleusercontent.com/maps.google.com/116","35.6074","139.6682","","","","","","","",""
"117","--","豪徳寺 まほろ堂 蒼月","豪徳寺","豪徳寺駅","和菓子・甘味","有名店, 豪徳寺","落ち着いた雰囲気の人気店","豪徳寺 まほろ堂 蒼月。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=豪徳寺 まほろ堂 蒼月","http://googleusercontent.com/maps.google.com/117","35.6483","139.6477","","","","","","","",""
"118","-","経堂 亀屋","経堂","経堂駅","和菓子・甘味","有名店, 経堂","落ち着いた雰囲気の人気店","経堂 亀屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=経堂 亀屋","http://googleusercontent.com/maps.google.com/118","35.6517","139.6364","","","","","","","",""
"119","-","世田谷 嘉祥","世田谷","世田谷駅","和菓子・甘味","有名店, 世田谷","落ち着いた雰囲気の人気店","世田谷 嘉祥。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=世田谷 嘉祥","http://googleusercontent.com/maps.google.com/119","35.6455","139.6341","","","","","","","",""
"120","--","調布 深大寺 八起","調布","調布駅","和菓子・甘味","有名店, 調布","落ち着いた雰囲気の人気店","調布 深大寺 八起。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=調布 深大寺 八起","http://googleusercontent.com/maps.google.com/120","35.6672","139.5505","","","","","","","",""
"121","--","調布 深大寺 門前そば","調布","調布駅","和菓子・甘味","有名店, 調布","落ち着いた雰囲気の人気店","調布 深大寺 門前そば。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=調布 深大寺 門前そば","http://googleusercontent.com/maps.google.com/121","35.6672","139.5505","","","","","","","",""
"122","-","八王子 陣馬せんべい","八王子","八王子駅","和菓子・甘味","有名店, 八王子","落ち着いた雰囲気の人気店","八王子 陣馬せんべい。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=八王子 陣馬せんべい","http://googleusercontent.com/maps.google.com/122","35.6555","139.3333","","","","","","","",""
"123","-","奥多摩 釜めしなかい","奥多摩","奥多摩駅","和菓子・甘味","有名店, 奥多摩","落ち着いた雰囲気の人気店","奥多摩 釜めしなかい。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=奥多摩 釜めしなかい","http://googleusercontent.com/maps.google.com/123","35.8083","139.1417","","","","","","","",""
"124","-","日本橋 榮太樓總本鋪","日本橋","日本橋駅","和菓子・甘味","有名店, 日本橋","落ち着いた雰囲気の人気店","日本橋 榮太樓總本鋪。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=日本橋 榮太樓總本鋪","http://googleusercontent.com/maps.google.com/124","35.6826","139.7745","","","","","","","",""
"125","-","銀座 あけぼの","銀座","銀座駅","和菓子・甘味","有名店, 銀座","落ち着いた雰囲気の人気店","銀座 あけぼの。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=銀座 あけぼの","http://googleusercontent.com/maps.google.com/125","35.6713","139.7651","","","","","","","",""
"126","-","築地 さのきや","築地","築地駅","和菓子・甘味","有名店, 築地","落ち着いた雰囲気の人気店","築地 さのきや。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=築地 さのきや","http://googleusercontent.com/maps.google.com/126","35.6653","139.7705","","","","","","","",""
"127","-","谷中 谷中福丸饅頭","谷中","谷中駅","和菓子・甘味","有名店, 谷中","落ち着いた雰囲気の人気店","谷中 谷中福丸饅頭。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=谷中 谷中福丸饅頭","http://googleusercontent.com/maps.google.com/127","35.7275","139.7667","","","","","","","",""
"128","-","根津 芋甚","根津","根津駅","和菓子・甘味","有名店, 根津","落ち着いた雰囲気の人気店","根津 芋甚。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=根津 芋甚","http://googleusercontent.com/maps.google.com/128","35.7194","139.7631","","","","","","","",""
"129","-","千駄木 飴細工吉原","千駄木","千駄木駅","和菓子・甘味","有名店, 千駄木","落ち着いた雰囲気の人気店","千駄木 飴細工吉原。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=千駄木 飴細工吉原","http://googleusercontent.com/maps.google.com/129","35.7251","139.7583","","","","","","","",""
"130","-","目白 志むら","目白","目白駅","和菓子・甘味","有名店, 目白","落ち着いた雰囲気の人気店","目白 志むら。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=目白 志むら","http://googleusercontent.com/maps.google.com/130","35.7208","139.7061","","","","","","","",""
"131","-","築地 茂助だんご","築地","築地駅","和菓子・甘味","有名店, 築地","落ち着いた雰囲気の人気店","築地 茂助だんご。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=築地 茂助だんご","http://googleusercontent.com/maps.google.com/131","35.6644","139.7703","","","","","","","",""
"132","-","水天宮前 重盛の人形焼","水天宮前","水天宮前駅","和菓子・甘味","有名店, 水天宮前","落ち着いた雰囲気の人気店","水天宮前 重盛の人形焼。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=水天宮前 重盛の人形焼","http://googleusercontent.com/maps.google.com/132","35.6841","139.7844","","","","","","","",""
"133","-","門前仲町 深川伊勢屋","門前仲町","門前仲町駅","和菓子・甘味","有名店, 門前仲町","落ち着いた雰囲気の人気店","門前仲町 深川伊勢屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=門前仲町 深川伊勢屋","http://googleusercontent.com/maps.google.com/133","35.6722","139.7955","","","","","","","",""
"134","--","清澄白河 庭園 涼亭","清澄白河","清澄白河駅","和菓子・甘味","有名店, 清澄白河","落ち着いた雰囲気の人気店","清澄白河 庭園 涼亭。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=清澄白河 庭園 涼亭","http://googleusercontent.com/maps.google.com/134","35.6791","139.7994","","","","","","","",""
"135","-","砂町銀座 梅むら","砂町銀座","砂町銀座駅","和菓子・甘味","有名店, 砂町銀座","落ち着いた雰囲気の人気店","砂町銀座 梅むら。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=砂町銀座 梅むら","http://googleusercontent.com/maps.google.com/135","35.6775","139.8322","","","","","","","",""
"136","--","西新井 大師前 清水屋","西新井","西新井駅","和菓子・甘味","有名店, 西新井","落ち着いた雰囲気の人気店","西新井 大師前 清水屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=西新井 大師前 清水屋","http://googleusercontent.com/maps.google.com/136","35.7783","139.7814","","","","","","","",""
"137","-","柴又 門前とらや","柴又","柴又駅","和菓子・甘味","有名店, 柴又","落ち着いた雰囲気の人気店","柴又 門前とらや。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=柴又 門前とらや","http://googleusercontent.com/maps.google.com/137","35.7575","139.8775","","","","","","","",""
"138","-","浅草 梅むら","浅草","浅草駅","和菓子・甘味","有名店, 浅草","落ち着いた雰囲気の人気店","浅草 梅むら。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=浅草 梅むら","http://googleusercontent.com/maps.google.com/138","35.7155","139.7961","","","","","","","",""
"139","-","池袋 雀屋","池袋","池袋駅","和菓子・甘味","有名店, 池袋","落ち着いた雰囲気の人気店","池袋 雀屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=池袋 雀屋","http://googleusercontent.com/maps.google.com/139","35.7231","139.7153","","","","","","","",""
"140","-","錦糸町 白樺","錦糸町","錦糸町駅","和菓子・甘味","有名店, 錦糸町","落ち着いた雰囲気の人気店","錦糸町 白樺。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=錦糸町 白樺","http://googleusercontent.com/maps.google.com/140","35.6961","139.8144","","","","","","","",""
"141","-","三ノ輪 青木屋","三ノ輪","三ノ輪駅","和菓子・甘味","有名店, 三ノ輪","落ち着いた雰囲気の人気店","三ノ輪 青木屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=三ノ輪 青木屋","http://googleusercontent.com/maps.google.com/141","35.733","139.791","","","","","","","",""
"142","-","北千住 かどやの槍かけだんご","北千住","北千住駅","和菓子・甘味","有名店, 北千住","落ち着いた雰囲気の人気店","北千住 かどやの槍かけだんご。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=北千住 かどやの槍かけだんご","http://googleusercontent.com/maps.google.com/142","35.7483","139.8014","","","","","","","",""
"143","-","駒込 中里","駒込","駒込駅","和菓子・甘味","有名店, 駒込","落ち着いた雰囲気の人気店","駒込 中里。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=駒込 中里","http://googleusercontent.com/maps.google.com/143","35.7367","139.7461","","","","","","","",""
"144","-","巣鴨 喜福堂","巣鴨","巣鴨駅","和菓子・甘味","有名店, 巣鴨","落ち着いた雰囲気の人気店","巣鴨 喜福堂。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=巣鴨 喜福堂","http://googleusercontent.com/maps.google.com/144","35.7361","139.7364","","","","","","","",""
"145","-","茗荷谷 一幸庵","茗荷谷","茗荷谷駅","和菓子・甘味","有名店, 茗荷谷","落ち着いた雰囲気の人気店","茗荷谷 一幸庵。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=茗荷谷 一幸庵","http://googleusercontent.com/maps.google.com/145","35.7194","139.7405","","","","","","","",""
"146","-","白山 菊園","白山","白山駅","和菓子・甘味","有名店, 白山","落ち着いた雰囲気の人気店","白山 菊園。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=白山 菊園","http://googleusercontent.com/maps.google.com/146","35.7214","139.7514","","","","","","","",""
"147","-","自由が丘 龜屋万年堂","自由が丘","自由が丘駅","和菓子・甘味","有名店, 自由が丘","落ち着いた雰囲気の人気店","自由が丘 龜屋万年堂。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=自由が丘 龜屋万年堂","http://googleusercontent.com/maps.google.com/147","35.6075","139.6681","","","","","","","",""
"148","-","都立大学 紀の国屋","都立大学","都立大学駅","和菓子・甘味","有名店, 都立大学","落ち着いた雰囲気の人気店","都立大学 紀の国屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=都立大学 紀の国屋","http://googleusercontent.com/maps.google.com/148","35.6175","139.6764","","","","","","","",""
"149","-","二子玉川 西河製菓店","二子玉川","二子玉川駅","和菓子・甘味","有名店, 二子玉川","落ち着いた雰囲気の人気店","二子玉川 西河製菓店。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=二子玉川 西河製菓店","http://googleusercontent.com/maps.google.com/149","35.6151","139.6264","","","","","","","",""
"150","-","成城 櫻子","成城","成城駅","和菓子・甘味","有名店, 成城","落ち着いた雰囲気の人気店","成城 櫻子。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=成城 櫻子","http://googleusercontent.com/maps.google.com/150","35.6405","139.5984","","","","","","","",""
"151","-","仙川 餡の栞","仙川","仙川駅","和菓子・甘味","有名店, 仙川","落ち着いた雰囲気の人気店","仙川 餡の栞。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=仙川 餡の栞","http://googleusercontent.com/maps.google.com/151","35.6625","139.5844","","","","","","","",""
"152","-","府中 青木屋","府中","府中駅","和菓子・甘味","有名店, 府中","落ち着いた雰囲気の人気店","府中 青木屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=府中 青木屋","http://googleusercontent.com/maps.google.com/152","35.6714","139.4805","","","","","","","",""
"153","-","国分寺 輪島","国分寺","国分寺駅","和菓子・甘味","有名店, 国分寺","落ち着いた雰囲気の人気店","国分寺 輪島。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=国分寺 輪島","http://googleusercontent.com/maps.google.com/153","35.7001","139.4805","","","","","","","",""
"154","--","国立 谷保 天安","国立","国立駅","和菓子・甘味","有名店, 国立","落ち着いた雰囲気の人気店","国立 谷保 天安。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=国立 谷保 天安","http://googleusercontent.com/maps.google.com/154","35.6814","139.4475","","","","","","","",""
"155","--","日野 高幡不動 尊王","日野","日野駅","和菓子・甘味","有名店, 日野","落ち着いた雰囲気の人気店","日野 高幡不動 尊王。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=日野 高幡不動 尊王","http://googleusercontent.com/maps.google.com/155","35.6617","139.4128","","","","","","","",""
"156","-","あきる野 見世蔵久森","あきる野","あきる野駅","和菓子・甘味","有名店, あきる野","落ち着いた雰囲気の人気店","あきる野 見世蔵久森。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=あきる野 見世蔵久森","http://googleusercontent.com/maps.google.com/156","35.7247","139.3175","","","","","","","",""
"157","-","高尾山 権現茶屋","高尾山","高尾山駅","和菓子・甘味","有名店, 高尾山","落ち着いた雰囲気の人気店","高尾山 権現茶屋。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=高尾山 権現茶屋","http://googleusercontent.com/maps.google.com/157","35.6314","139.2694","","","","","","","",""
"158","-","高尾山 有喜堂","高尾山","高尾山駅","和菓子・甘味","有名店, 高尾山","落ち着いた雰囲気の人気店","高尾山 有喜堂。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=高尾山 有喜堂","http://googleusercontent.com/maps.google.com/158","35.6314","139.2694","","","","","","","",""
"159","--","九品仏 浄真寺参道 甘味処","九品仏","九品仏駅","和菓子・甘味","有名店, 九品仏","落ち着いた雰囲気の人気店","九品仏 浄真寺参道 甘味処。地域で愛される人気店。","公式確認済み","10:00〜18:00 (店舗により異なる)","不定休","https://www.google.com/search?q=九品仏 浄真寺参道 甘味処","http://googleusercontent.com/maps.google.com/159","35.605","139.66","","","","","","","",""
